sox2,foxj3
sox2,ebf1a
sox2,nr1d2a
sox2,zbtb4
sox2,gfi1ab
sox2,nfkb2
sox2,myclb
sox2,hmx3a
sox2,txndc15
sox2,gabpa
sox2,fam60al
sox2,relb
sox2,dacha
sox2,foxo3b
sox2,id2b
sox2,sox11b
sox2,her15.1
sox2,pbx4
sox2,notch3
sox2,ddit3
sox2,fosab
sox2,jdp2b
sox2,hlfa
sox2,elf2b
sox2,foxj1a
sox2,nfil3-6
sox2,fosl2
sox2,hopx
sox2,cebpb
sox2,zgc:162730
sox2,pou4f1
six1b,sub1b
six1b,setbp1
six1b,rfx2
six1b,irx2a
six1b,mef2cb
six1b,zhx2a
six1b,ubald1a
six1b,hmgb3a
six1b,mta2
six1b,znf536
six1b,mef2d
six1b,jun
six1b,stat3
six1b,ncor2
six1b,irx5a
six1b,klf5l
six1b,zgc:158291
six1b,atf4b
six1b,foxp4
six1b,zbtb18
six1b,nr4a3
six1b,rarab
six1b,crema
six1b,irx3a
six1b,atf6
six1b,erfl3
six1b,fosb
six1b,her6
six1b,dachb
six1b,ef1
six1b,rerea
six1b,foxg1a
six1b,cicb
six1b,junbb
six1b,xbp1
six1b,etv5b
six1b,tead1b
six1b,bach1b
six1b,etv5a
six1b,hivep2a
six1b,prdm1a
six1b,srebf2
six1b,tox
six1b,klf11b
six1b,dlx5a
six1b,hivep1
six1b,sox6
six1b,tcf12
six1b,elmsan1b
six1b,creb3l2
six1b,rarga
six1b,nr2f1a
six1b,zfp36l1b
six1b,fosl1a
six1b,nr1d2b
six1b,junba
six1b,gata2a
six1b,hes6
six1b,hmgb2a
six1b,pax2a
six1b,sfpq
six1b,her9
six1b,ets2
six1b,myt1b
six1b,id2a
six1b,myt1a
six1b,insm1b
six1b,nfe2l1b
six1b,ebf3a
six1b,kmt2cb
six1b,sall1a
six1b,her4.2
six1b,her4.1
six1b,tomm20a
six1b,hif1ab
six1b,her4.2.1
six1b,cnbpb
six1b,sp4
six1b,sox21a
six1b,smad3a
six1b,znf516
six1b,gfi1aa
six1b,tp53
six1b,sox1a
six1b,barhl1a
six1b,foxo1a
six1b,pou2f1b
six1b,six1b
six1b,six4b
six1b,khsrp
six1b,otx1a
six1b,egr4
six1b,id1
six1b,hmgb1b
six1b,notch1a
six1b,six2a
six1b,isl1
six1b,six1a
six1b,six4a
six1b,znf646
six1b,klf7b
six1b,znf865
six1b,nfyc
six1b,purba
six1b,atoh1a
six1b,tet2
six1b,si:dkey-23i12.7
six1b,hey1
six1b,sox13
six1b,smad7
six1b,tfdp2
six1b,baz2ba
six1b,nr1d1
six1b,klf7a
six1b,dachc
six1b,mycb
six1b,cbfb
six1b,cux1a
six1b,ncor1
six1b,nr3c1
six1b,maff
six1b,myef2
six1b,egr1
six1b,meis1b
six1b,tsc22d3
six1b,bhlhe40
six1b,klf6a
six1b,arnt2
six1b,zmiz1a
six1b,tsc22d1
six1b,creb3l3l
six1b,lin28a
six1b,tcf7l2
six1b,nfatc3a
six1b,nr4a1
six1b,notch2
six1b,zfhx3
six1b,hes2.2
six1b,si:ch211-198a12.6
six1b,znf827
six1b,foxj3
six1b,ebf1a
six1b,zbtb4
six1b,gfi1ab
six1b,nfkb2
six1b,myclb
six1b,hmx3a
six1b,txndc15
six1b,gabpa
six1b,relb
six1b,dacha
six1b,foxo3b
six1b,id2b
six1b,sox11b
six1b,her15.1
six1b,yy1b
six1b,pbx4
six1b,notch3
six1b,ddit3
six1b,fosab
six1b,jdp2b
six1b,hlfa
six1b,foxj1a
six1b,cebpb
six1b,hmgb2b
six1b,zgc:162730
six1b,pou4f1
six1a,sub1b
six1a,setbp1
six1a,rfx2
six1a,irx2a
six1a,mef2cb
six1a,zhx2a
six1a,ubald1a
six1a,hmgb3a
six1a,mta2
six1a,znf536
six1a,mef2d
six1a,jun
six1a,stat3
six1a,ncor2
six1a,irx5a
six1a,klf5l
six1a,zgc:158291
six1a,atf4b
six1a,foxp4
six1a,zbtb18
six1a,nr4a3
six1a,rarab
six1a,crema
six1a,irx3a
six1a,atf6
six1a,erfl3
six1a,fosb
six1a,her6
six1a,dachb
six1a,ef1
six1a,rerea
six1a,foxg1a
six1a,cicb
six1a,junbb
six1a,xbp1
six1a,etv5b
six1a,tead1b
six1a,bach1b
six1a,etv5a
six1a,hivep2a
six1a,prdm1a
six1a,srebf2
six1a,tox
six1a,klf11b
six1a,dlx5a
six1a,hivep1
six1a,sox6
six1a,tcf12
six1a,elmsan1b
six1a,creb3l2
six1a,rarga
six1a,nr2f1a
six1a,zfp36l1b
six1a,fosl1a
six1a,nr1d2b
six1a,junba
six1a,gata2a
six1a,hes6
six1a,hmgb2a
six1a,pax2a
six1a,sfpq
six1a,her9
six1a,ets2
six1a,myt1b
six1a,id2a
six1a,myt1a
six1a,insm1b
six1a,nfe2l1b
six1a,ebf3a
six1a,kmt2cb
six1a,sall1a
six1a,her4.2
six1a,her4.1
six1a,tomm20a
six1a,hif1ab
six1a,her4.2.1
six1a,cnbpb
six1a,sp4
six1a,sox21a
six1a,smad3a
six1a,znf516
six1a,gfi1aa
six1a,tp53
six1a,sox1a
six1a,barhl1a
six1a,foxo1a
six1a,pou2f1b
six1a,six1b
six1a,six4b
six1a,khsrp
six1a,otx1a
six1a,egr4
six1a,id1
six1a,hmgb1b
six1a,notch1a
six1a,six2a
six1a,isl1
six1a,six1a
six1a,six4a
six1a,znf646
six1a,klf7b
six1a,znf865
six1a,nfyc
six1a,purba
six1a,atoh1a
six1a,tet2
six1a,si:dkey-23i12.7
six1a,hey1
six1a,sox13
six1a,smad7
six1a,tfdp2
six1a,baz2ba
six1a,nr1d1
six1a,klf7a
six1a,dachc
six1a,mycb
six1a,cbfb
six1a,cux1a
six1a,ncor1
six1a,nr3c1
six1a,maff
six1a,myef2
six1a,egr1
six1a,meis1b
six1a,tsc22d3
six1a,bhlhe40
six1a,klf6a
six1a,arnt2
six1a,zmiz1a
six1a,tsc22d1
six1a,creb3l3l
six1a,lin28a
six1a,tcf7l2
six1a,nfatc3a
six1a,nr4a1
six1a,notch2
six1a,zfhx3
six1a,hes2.2
six1a,si:ch211-198a12.6
six1a,znf827
six1a,foxj3
six1a,ebf1a
six1a,zbtb4
six1a,gfi1ab
six1a,nfkb2
six1a,myclb
six1a,hmx3a
six1a,txndc15
six1a,gabpa
six1a,relb
six1a,dacha
six1a,foxo3b
six1a,id2b
six1a,sox11b
six1a,her15.1
six1a,yy1b
six1a,pbx4
six1a,notch3
six1a,ddit3
six1a,fosab
six1a,jdp2b
six1a,hlfa
six1a,foxj1a
six1a,cebpb
six1a,hmgb2b
six1a,zgc:162730
six1a,pou4f1
