"","pValue","Adjusted","logFC"
"glmp",0.391846995352245,1,0.24234883018443
"sp4",0.384406003564016,1,0.942050828086641
"hsf1",NA,NA,0.397916033568763
"hivep1",0.66875140714091,1,0.386465959317847
"si:dkey-89b17.4",0.660492393663021,1,0.53318258330932
"si:dkeyp-113d7.10",0.195235638167183,1,1.47361505956711
"si:dkeyp-113d7.1",0.849047385426953,1,0.334622798041918
"cica",0.111018947110454,1,0.511285343466088
"erf",0.175918542748006,1,0.316090276684538
"si:ch1073-127d16.1",0.794913467274328,1,0.357306513732466
"znf384l",0.10640314348924,1,1.45172634230897
"rfx5",0.99999977557996,1,0.0695709572115451
"znf687b",0.959712019950683,1,0.516586908844093
"setdb1a",0.0273984851660013,1,1.38194185601876
"znf865",2.07142777486347e-07,0.000151214227565033,1.19359617324591
"usf2",0.80903902967138,1,0.51087010772459
"si:ch73-347e22.4",0.0291160108680077,1,1.66289857684553
"grhl2b",0.909895129941291,1,0.2991894348
"lin28a",2.33146835171283e-15,1.70197189675036e-12,6.54179891704122
"gmeb1",0.258087401921274,1,0.6837773569279
"klf2b",0.0220752794457054,1,1.15949212758796
"nr1d2b",0.915151234356625,1,0.366525001235129
"nfe2l3",4.30934667727811e-07,0.000314582307441302,1.46541821314617
"hoxa4a",0.974111564711123,1,0.495040340351521
"adnp2b",0.999997909304725,1,0.0698762179955039
"tshz1",0.966600919527569,1,0.661323563560032
"znf516",4.16781493539631e-07,0.00030425049028393,1.67735392021131
"thap7",0.394650255381341,1,0.960797055410875
"jarid2b",0.988961339848975,1,0.260280684901292
"zbtb12.2",0.435741813671174,1,2.86698973987216
"sox4a.1",0,0,1.43160641268266
"e2f3",2.38840853307165e-05,0.0174353822914231,2.35707388116841
"si:ch73-130a3.4",0.0904508567471076,1,0.633527577407321
"myclb",0,0,2.84561473610014
"hey1",0.664108920685566,1,0.621567868662895
"zbtb10",0.999904902573277,1,0.273045424610096
"zgc:91910",7.35610351187965e-07,0.000536995556367215,0.275718128428765
"sfpq",0.00235862584348367,1,0.471706467424904
"si:ch211-173p18.3",0.00924576522754561,1,0.893583289349067
"dlx5a",0.864542829285872,1,0.714901104676043
"nfyc",0.000751250517330604,0.548412877651341,0.338301728646019
"nme2b.1",0,0,0.243104480644694
"znf292b",0.0812714131838866,1,0.923509923479819
"zgc:101562",NA,NA,0.225531182052999
"cebpz",0.0298404098953411,1,1.70496226043947
"arid1b",0.508319505090313,1,1.3407273897797
"mysm1",0.984432855574667,1,0.384321276053618
"zfp36l1b",0,0,1.33359132948821
"znf770",0.973948129535831,1,0.374818364593909
"jun",0,0,0.920498125168826
"znf513a",0.999428081469284,1,0.229819045091752
"hif1ab",0.715476498960641,1,0.089554158598053
"six4b",0,0,1.1869225051643
"six1b",0,0,0.463897625856216
"bach2b",0.560031453405306,1,3.40545425469451
"zbtb2b",0.903077155939014,1,0.304657584520029
"zbtb1",0.986622729791681,1,0.235305862234831
"max",0.687123187202807,1,0.127261752336887
"si:ch211-195d17.2",0.361381992969815,1,0.603127439935861
"id2b",0,0,1.19228709669665
"sox11b",1.19444137224312e-05,0.00871942201737474,0.601524348874205
"foxo3b",0.563051738455733,1,0.617877846203487
"mycn",8.37373737017089e-09,6.11282828022475e-06,1.11188985843898
"atf6",0.000172676537463778,0.126053872348558,0.718618784515499
"hivep2a",0.993674748416622,1,0.257104485979653
"atf3",4.78022732508521e-09,3.4895659473122e-06,1.06347582206877
"hey2",4.08162392773193e-12,2.97958546724431e-09,1.2012745293453
"hsf2",0.98193851253306,1,0.156128002078998
"fosab",0,0,1.77626409705326
"jdp2b",1.38015934847413e-06,0.00100751632438612,1.58958365400345
"insm1a",2.28039809258007e-13,1.66469060758345e-10,2.03599670069227
"znf410",0.0039844878032731,1,0.713823685109278
"yy1b",0.000353299538261576,0.25790866293095,1.5645477931932
"si:rp71-1h20.5",0.838378614148744,1,0.946927086377348
"zgc:163077",0.980049631510552,1,0.259059054997913
"zgc:113343",0.627571243733677,1,0.503795550019306
"si:ch73-299h12.6",0.980609450013728,1,0.236778299742996
"zgc:110688",0.8374462947399,1,0.661262096789738
"zgc:113348",0.999973517114024,1,0.0764817743935424
"smad7",3.33066907387547e-16,2.43138842392909e-13,0.930447390548773
"notch1a",3.92457782649736e-06,0.00286494181334307,1.42223096619724
"zgc:113019",0.203945708616687,1,0.967279470098094
"si:dkey-30k6.5",0.853610523800741,1,0.726691354079913
"nfrkb",0.850058359317487,1,0.928290196712294
"fosl1b",0.127415415750598,1,0.778683188727608
"esrra",0.844341318993941,1,0.297281544950501
"puraa",5.81363330387497e-06,0.00424395231182872,0.623770177554318
"ebf1b",0.616906739167574,1,0.289136630209762
"hmgb3b",1.78920423932194e-06,0.00130611909470502,0.483928470348746
"dacha",6.49866841951896e-05,0.0474402794624884,1.75183888177521
"klf5l",0,0,1.54004950732667
"zgc:158291",0,0,7.97355416881517
"mntb",0.999680036402755,1,0.213010923138215
"msx2b",0.550228287206467,1,0.666686383941564
"aff4",0.990851168856543,1,0.480839447090434
"txndc15",0.995918486538732,1,0.118642786843269
"elf3",0,0,1.68231757164324
"znf76",0.746545147948791,1,1.07304405505138
"irf6",0.0044201040096753,1,0.585517110524469
"zgc:113336",0.991722772258119,1,0.367485301616438
"zgc:101130",0.662652038363506,1,1.03329838782796
"si:dkeyp-53d3.3",0.817312463486607,1,1.19235271660493
"znf1182",0.442573310902049,1,0.585394710789292
"znf1159",0.997021733221825,1,0.203154621738327
"znf1174",0.737367595617702,1,0.471117744215017
"znf1181",0.311443968483525,1,1.50301756212304
"si:dkey-15h8.16",0.553168830453939,1,0.66741573203964
"znf1156",0.200513653185857,1,0.6092632179509
"znf1166",0.962156756013279,1,0.248947922023077
"znf1157",0.984277312469347,1,0.502652293614357
"znf1161",0.97934186303945,1,0.460015128830566
"si:dkey-4c15.8",0.999944725823919,1,0.268594920276576
"znf1172",1,1,0.520310361351565
"zgc:173726",0.103839703069097,1,0.758670338820994
"si:dkey-4c15.13",0.996765467777595,1,0.369085966816948
"znf1003",0.990325406315239,1,0.510714547448199
"zgc:113220",0.971167673666011,1,0.543888038075788
"znf1177",0.987827719743809,1,0.375508169362588
"zgc:175284",0.996687731721924,1,0.621281526075531
"si:ch73-92e7.4",0.942621750799695,1,0.575622903458538
"zgc:110821",0.99999945826276,1,0.0488367750983097
"CU570894.2",0.523149356801814,1,0.91338709768096
"si:dkey-20i20.2",0.998381380648413,1,0.0844772923026246
"znf1173",0.365820315276327,1,2.36463126973738
"si:dkey-20i20.8",0.765176548787689,1,0.406353849956812
"znf983",0.99495107429935,1,0.313768240238257
"si:dkey-253d23.2",0.21283527629067,1,1.93386664439594
"si:dkey-253d23.5",0.149010594847294,1,2.08129066085001
"znf990",0.999923986158958,1,0.165230366464156
"si:dkey-253d23.9",0.0405346386823346,1,0.815523375014855
"si:dkey-253d23.11",3.65806870461505e-07,0.000267039015436898,2.21620580761029
"rbck1",0.0534305679452624,1,1.41086094569264
"stat1a",0.996815416747382,1,0.11581687330593
"ahr2",0.999289526316204,1,0.164611829292031
"klf2a",0.0228569035046733,1,0.308609190373574
"nfia",0.0104486711118266,1,0.693856676102979
"rfxank",0.505347699481102,1,0.62695000174834
"gatad2ab",0.00305999311184479,1,1.46082066726642
"hmg20b",1.4446424057013e-09,1.05458895616195e-06,1.34436235838192
"mbd3b",0.0623453303805878,1,2.21669385305023
"tcf3b",0.908181981548598,1,0.225504408325454
"zbtb7a",0.415402937709667,1,0.404951360337031
"pias4a",0.471275472566237,1,0.494480193867605
"mxi1",4.35628195254445e-05,0.0318008582535745,0.416949605412713
"lcor",0.602004658984129,1,0.734789665019108
"tsc22d2",0.371617216958872,1,1.57670303652988
"sox2",0.123916999601898,1,0.461524627038763
"irf10",0.309124112453568,1,1.1499277085786
"zhx3",0.99591739334831,1,0.336431227448265
"hmga1a",0,0,0.758080359841962
"mybl2a",0.0981196418784481,1,1.40945032898924
"baz2a",0.0199452261704918,1,1.49872178897018
"myt1b",0.00887824921398506,1,4.84031515510147
"foxp1a",0.750714614256107,1,0.845295983715032
"zbtb46",0.997907172786673,1,0.346066557534705
"adnpb",0.779601697633541,1,0.93360591050422
"znf362b",0.602721484206038,1,1.57272037549708
"her4.1",1.04484354501722e-09,7.62735787862567e-07,1.13308111917355
"her4.2",2.32527950005945e-07,0.00016974540350434,1.85525289566692
"her4.2.1",2.07471711386464e-05,0.0151454349312119,1.03645748754823
"rerea",0.994279875777301,1,0.26277675450969
"her9",8.60516657930077e-10,6.28177160288956e-07,1.3619687108765
"zbtb17",8.39420199683083e-07,0.000612776745768651,0.647551198753892
"stat6",0.999999999948093,1,0.0171916918230397
"atf7a",0.492523456466498,1,1.45301099271718
"casz1",4.06230604710345e-13,2.96548341438552e-10,1.36580670090518
"myt1a",1.05062369915032e-09,7.66955300379735e-07,4.16899437105865
"myb",0.00738671426563819,1,5.505999572574
"plagx",0.943667360519558,1,0.276846048614077
"nr4a1",7.03287722447765e-06,0.00513400037386869,1.84836561850023
"csrnp2",0.97210583944028,1,0.492631593607034
"tfcp2",0.475932866666126,1,0.282497306742184
"si:ch211-148l7.4",0.913350114057629,1,0.599049898461382
"rarga",0.257081877640353,1,0.268796127831093
"hoxc3a",0.992586029498231,1,0.225831957521591
"hoxc9a",0.956215161353306,1,0.568673564625891
"hoxc8a",0.915047627324151,1,0.558460223468044
"hoxc6a",0.277882612830898,1,0.980061528657518
"znf740b",0.999994040825129,1,0.0624222916680005
"irx7",0.999999492713494,1,0.0856446093787916
"znf217",0.144778820581603,1,1.11066194329476
"hmgb2b",0,0,0.891095908655386
"egr4",0,0,1.76031395412581
"rreb1a",0.0281351961426698,1,1.98569360100357
"klf6a",0.77865257034013,1,0.324157645209255
"tfap2a",0.508706797339386,1,0.316496811761488
"tgif1",1.14295384268104e-09,8.34356305157158e-07,0.442496553532201
"myca",9.62285507943861e-08,7.02468420799018e-05,0.862062413529626
"terf1",6.1461638445337e-06,0.0044866996065096,4.52910426036503
"zfx",0.646502908178136,1,0.666111570049433
"mllt10",0.196562307375972,1,1.08541814558382
"zfhx4",0.997318106215373,1,0.184114347829221
"mybl1",0.000917396289165984,0.669699291091168,3.64647430024477
"si:dkey-226l10.6",0.836351967980327,1,0.681776152349406
"mynn",1.89607976048833e-05,0.0138413822515648,0.824592110166333
"snai2",0.320889069838641,1,1.82539965253203
"cebpd",0,0,1.68544117647449
"si:ch211-40k21.9",0.925571317355661,1,0.402479948894397
"znf609a",0.512331630467957,1,0.871829567876818
"hbp1",0.158325874334004,1,0.90947626215341
"hmg20a",3.89766171698946e-05,0.0284529305340231,1.14525668925689
"prdm11",0.837437772161894,1,0.707960698328199
"e2f4",0.0128816663390664,1,2.25527229195826
"arntl1a",0.00440725837655609,1,0.355314366413548
"znf277",0.00149700823264631,1,1.10589358974965
"irf7",1.07707925023348e-07,7.86267852670441e-05,1.02316452771699
"hic1l",0.459070296008327,1,0.281921621152323
"znf800a",0.00927409875865637,1,1.91042000469915
"nfybb",2.68308710804632e-08,1.95865358887382e-05,0.65710575636403
"arid3b",0.00115336097371876,0.841953510814698,0.490276975239503
"isl2a",8.30224636705346e-07,0.000606063984794902,2.5218264193229
"roraa",0.0176722717384064,1,1.46241015630332
"sall1b",1.11022302462516e-16,8.10462807976364e-14,1.42176158558653
"atoh1b",0,0,3.42192368613854
"CABZ01081752.1",0.668549948734886,1,1.19446950013232
"CABZ01081752.3",0.989563806653186,1,0.399236397393877
